region_id	chr	start	end	size_kb	min_p	n_gwsig_variants
chr12_0_3250000	12	0	3250000	3250.0	5.00e-32	72
chr12_3750000_6250000	12	3750000	6250000	2500.0	8.22e-52	28
chr12_7750000_10250000	12	7750000	10250000	2500.0	3.17e-17	33
chr12_11750000_13250000	12	11750000	13250000	1500.0	5.90e-12	18
chr12_13750000_21250000	12	13750000	21250000	7500.0	8.22e-61	653
chr12_22750000_25250000	12	22750000	25250000	2500.0	3.10e-16	69
chr12_25750000_28250000	12	25750000	28250000	2500.0	1.73e-22	201
chr12_30750000_32250000	12	30750000	32250000	1500.0	8.19e-29	73
chr12_32750000_34250000	12	32750000	34250000	1500.0	2.10e-12	34
chr12_37750000_40250000	12	37750000	40250000	2500.0	1.90e-10	22
chr12_40750000_43250000	12	40750000	43250000	2500.0	6.80e-20	257
chr12_46750000_59250000	12	46750000	59250000	12500.0	2.30e-71	1261
chr12_59750000_61250000	12	59750000	61250000	1500.0	1.10e-09	4
chr12_65750000_72250000	12	65750000	72250000	6500.0	2.96e-19	827
chr12_78750000_80250000	12	78750000	80250000	1500.0	1.40e-09	7
chr12_81750000_83250000	12	81750000	83250000	1500.0	2.00e-10	11
chr12_88750000_92250000	12	88750000	92250000	3500.0	1.31e-62	607
chr12_93750000_95250000	12	93750000	95250000	1500.0	8.69e-11	47
chr12_95750000_100250000	12	95750000	100250000	4500.0	1.80e-14	223
chr12_102750000_104250000	12	102750000	104250000	1500.0	8.40e-24	67
chr12_104750000_106250000	12	104750000	106250000	1500.0	5.80e-10	12
chr12_107750000_117250000	12	107750000	117250000	9500.0	4.80e-180	2352
chr12_117750000_119250000	12	117750000	119250000	1500.0	1.78e-15	21
chr12_119750000_125250000	12	119750000	125250000	5500.0	2.50e-31	1217
chr12_131750000_134250000	12	131750000	134250000	2500.0	8.50e-13	35
chr13_21750000_23250000	13	21750000	23250000	1500.0	4.47e-15	53
chr13_24750000_29250000	13	24750000	29250000	4500.0	1.90e-22	239
chr13_29750000_34250000	13	29750000	34250000	4500.0	1.34e-21	384
chr13_35750000_37250000	13	35750000	37250000	1500.0	1.50e-08	4
chr13_37750000_42250000	13	37750000	42250000	4500.0	1.80e-14	260
chr13_49750000_52250000	13	49750000	52250000	2500.0	6.59e-11	136
chr13_52750000_55250000	13	52750000	55250000	2500.0	9.60e-38	141
chr13_55750000_57250000	13	55750000	57250000	1500.0	8.00e-09	2
chr13_57750000_61250000	13	57750000	61250000	3500.0	3.50e-21	304
chr13_61750000_63250000	13	61750000	63250000	1500.0	6.20e-09	13
chr13_64750000_68250000	13	64750000	68250000	3500.0	8.10e-17	87
chr13_71750000_74250000	13	71750000	74250000	2500.0	3.95e-11	42
chr13_75750000_77250000	13	75750000	77250000	1500.0	1.40e-09	16
chr13_77750000_82250000	13	77750000	82250000	4500.0	3.40e-27	116
chr13_84750000_87250000	13	84750000	87250000	2500.0	1.50e-13	159
chr13_88750000_90250000	13	88750000	90250000	1500.0	5.60e-10	17
chr13_90750000_92250000	13	90750000	92250000	1500.0	6.62e-11	40
chr13_93750000_95250000	13	93750000	95250000	1500.0	3.30e-08	1
chr13_95750000_100250000	13	95750000	100250000	4500.0	6.02e-27	556
chr13_103750000_105250000	13	103750000	105250000	1500.0	5.60e-09	1
chr13_109750000_113250000	13	109750000	113250000	3500.0	1.50e-17	141
chr13_113750000_116250000	13	113750000	116250000	2500.0	1.99e-13	138
chr14_20750000_22250000	14	20750000	22250000	1500.0	1.97e-08	14
chr14_22750000_26250000	14	22750000	26250000	3500.0	5.60e-35	81
chr14_28750000_32250000	14	28750000	32250000	3500.0	2.40e-27	75
chr14_32750000_34250000	14	32750000	34250000	1500.0	1.50e-21	26
chr14_34750000_37250000	14	34750000	37250000	2500.0	5.16e-13	39
chr14_37750000_39250000	14	37750000	39250000	1500.0	1.09e-09	79
chr14_39750000_42250000	14	39750000	42250000	2500.0	6.20e-13	68
chr14_45750000_48250000	14	45750000	48250000	2500.0	1.10e-17	169
chr14_49750000_51250000	14	49750000	51250000	1500.0	5.02e-17	13
chr14_52750000_54250000	14	52750000	54250000	1500.0	1.77e-11	19
chr14_59750000_61250000	14	59750000	61250000	1500.0	3.12e-09	12
chr14_61750000_64250000	14	61750000	64250000	2500.0	1.30e-13	12
chr14_66750000_71250000	14	66750000	71250000	4500.0	1.11e-19	202
chr14_71750000_74250000	14	71750000	74250000	2500.0	7.84e-14	128
chr14_76750000_78250000	14	76750000	78250000	1500.0	3.20e-09	3
chr14_78750000_81250000	14	78750000	81250000	2500.0	5.20e-47	186
chr14_81750000_83250000	14	81750000	83250000	1500.0	1.60e-08	4
chr14_87750000_89250000	14	87750000	89250000	1500.0	9.10e-12	53
chr14_90750000_95250000	14	90750000	95250000	4500.0	3.60e-21	297
chr14_96750000_105250000	14	96750000	105250000	8500.0	4.10e-23	378
chr15_25750000_28250000	15	25750000	28250000	2500.0	9.51e-10	19
chr15_30750000_32250000	15	30750000	32250000	1500.0	1.10e-11	13
chr15_34750000_37250000	15	34750000	37250000	2500.0	2.70e-10	44
chr15_37750000_39250000	15	37750000	39250000	1500.0	1.18e-11	21
chr15_39750000_45250000	15	39750000	45250000	5500.0	1.60e-27	928
chr15_45750000_50250000	15	45750000	50250000	4500.0	6.90e-13	264
chr15_50750000_54250000	15	50750000	54250000	3500.0	2.50e-16	419
chr15_56750000_64250000	15	56750000	64250000	7500.0	9.30e-23	459
chr15_65750000_70250000	15	65750000	70250000	4500.0	1.21e-51	536
chr15_70750000_84250000	15	70750000	84250000	13500.0	5.21e-99	1663
chr15_84750000_87250000	15	84750000	87250000	2500.0	6.23e-11	174
chr15_89750000_97250000	15	89750000	97250000	7500.0	7.71e-84	527
chr15_97750000_101250000	15	97750000	101250000	3500.0	1.40e-10	73
chr16_0_1250000	16	0	1250000	1250.0	1.00e-16	63
chr16_1750000_5250000	16	1750000	5250000	3500.0	5.30e-38	545
chr16_5750000_8250000	16	5750000	8250000	2500.0	3.70e-11	17
chr16_8750000_13250000	16	8750000	13250000	4500.0	5.43e-33	301
chr16_13750000_16250000	16	13750000	16250000	2500.0	3.00e-12	19
chr16_18750000_22250000	16	18750000	22250000	3500.0	2.90e-50	361
chr16_22750000_25250000	16	22750000	25250000	2500.0	1.10e-14	72
chr16_26750000_32250000	16	26750000	32250000	5500.0	5.60e-60	739
chr16_48750000_55250000	16	48750000	55250000	6500.0	0.00e+00	536
chr16_55750000_57250000	16	55750000	57250000	1500.0	2.80e-11	28
chr16_59750000_61250000	16	59750000	61250000	1500.0	4.65e-08	1
chr16_61750000_63250000	16	61750000	63250000	1500.0	1.30e-10	19
chr16_65750000_78250000	16	65750000	78250000	12500.0	1.30e-32	1030
chr16_80750000_84250000	16	80750000	84250000	3500.0	1.58e-19	263
chr16_85750000_88250000	16	85750000	88250000	2500.0	5.75e-10	39
chr16_88750000_91250000	16	88750000	91250000	2500.0	7.73e-28	251
chr17_750000_8250000	17	750000	8250000	7500.0	1.38e-32	767
chr17_8750000_10250000	17	8750000	10250000	1500.0	7.20e-09	15
chr17_11750000_13250000	17	11750000	13250000	1500.0	1.42e-08	2
chr17_14750000_17250000	17	14750000	17250000	2500.0	1.20e-13	481
chr17_17750000_20250000	17	17750000	20250000	2500.0	8.76e-13	64
chr17_20750000_22250000	17	20750000	22250000	1500.0	3.30e-23	29
chr17_26750000_33250000	17	26750000	33250000	6500.0	4.60e-13	470
chr17_33750000_37250000	17	33750000	37250000	3500.0	1.84e-44	96
chr17_37750000_50250000	17	37750000	50250000	12500.0	2.59e-80	4692
chr17_54750000_58250000	17	54750000	58250000	3500.0	3.81e-12	111
chr17_58750000_63250000	17	58750000	63250000	4500.0	6.30e-24	362
chr17_63750000_67250000	17	63750000	67250000	3500.0	9.90e-18	56
chr17_67750000_69250000	17	67750000	69250000	1500.0	2.90e-08	2
chr17_70750000_72250000	17	70750000	72250000	1500.0	6.30e-09	1
chr17_72750000_74250000	17	72750000	74250000	1500.0	2.01e-12	131
chr17_74750000_82250000	17	74750000	82250000	7500.0	2.70e-28	436
chr18_0_2250000	18	0	2250000	2250.0	8.40e-16	79
chr18_5750000_8250000	18	5750000	8250000	2500.0	1.10e-08	6
chr18_9750000_11250000	18	9750000	11250000	1500.0	2.78e-14	109
chr18_12750000_14250000	18	12750000	14250000	1500.0	3.90e-08	2
chr18_18750000_25250000	18	18750000	25250000	6500.0	5.10e-32	218
chr18_30750000_32250000	18	30750000	32250000	1500.0	1.20e-12	123
chr18_35750000_37250000	18	35750000	37250000	1500.0	3.30e-13	18
chr18_38750000_43250000	18	38750000	43250000	4500.0	1.54e-24	574
chr18_43750000_46250000	18	43750000	46250000	2500.0	1.20e-13	5
chr18_47750000_49250000	18	47750000	49250000	1500.0	2.72e-16	107
chr18_49750000_59250000	18	49750000	59250000	9500.0	1.60e-178	899
chr18_59750000_61250000	18	59750000	61250000	1500.0	4.40e-16	42
chr18_62750000_64250000	18	62750000	64250000	1500.0	4.40e-14	100
chr18_68750000_70250000	18	68750000	70250000	1500.0	1.10e-11	6
chr18_71750000_74250000	18	71750000	74250000	2500.0	4.70e-13	59
chr18_75750000_77250000	18	75750000	77250000	1500.0	3.40e-11	7
chr18_78750000_80250000	18	78750000	80250000	1500.0	3.58e-09	7
chr19_750000_2250000	19	750000	2250000	1500.0	2.90e-16	39
chr19_2750000_15250000	19	2750000	15250000	12500.0	1.67e-82	523
chr19_15750000_20250000	19	15750000	20250000	4500.0	2.40e-29	318
chr19_20750000_23250000	19	20750000	23250000	2500.0	5.48e-18	36
chr19_29750000_35250000	19	29750000	35250000	5500.0	6.56e-31	569
chr19_38750000_43250000	19	38750000	43250000	4500.0	6.89e-14	110
chr19_43750000_48250000	19	43750000	48250000	4500.0	1.70e-60	293
chr19_48750000_50250000	19	48750000	50250000	1500.0	2.67e-14	110
chr19_50750000_52250000	19	50750000	52250000	1500.0	8.40e-11	27
chr20_750000_5250000	20	750000	5250000	4500.0	1.39e-13	60
chr20_5750000_7250000	20	5750000	7250000	1500.0	1.30e-30	191
chr20_7750000_13250000	20	7750000	13250000	5500.0	4.76e-68	749
chr20_14750000_18250000	20	14750000	18250000	3500.0	4.40e-16	84
chr20_18750000_22250000	20	18750000	22250000	3500.0	2.50e-12	37
chr20_23750000_26250000	20	23750000	26250000	2500.0	4.40e-13	329
chr20_28750000_36250000	20	28750000	36250000	7500.0	9.90e-16	625
chr20_38750000_46250000	20	38750000	46250000	7500.0	6.51e-21	504
chr20_46750000_52250000	20	46750000	52250000	5500.0	1.50e-30	582
chr20_52750000_55250000	20	52750000	55250000	2500.0	1.40e-11	191
chr20_56750000_58250000	20	56750000	58250000	1500.0	1.49e-79	294
chr20_60750000_64250000	20	60750000	64250000	3500.0	2.54e-23	425
chr21_15750000_17250000	21	15750000	17250000	1500.0	1.40e-11	44
chr21_29750000_31250000	21	29750000	31250000	1500.0	5.80e-09	9
chr21_34750000_37250000	21	34750000	37250000	2500.0	3.26e-15	77
chr21_38750000_47250000	21	38750000	47250000	8500.0	1.99e-28	579
chr22_17750000_21250000	22	17750000	21250000	3500.0	3.07e-18	177
chr22_27750000_33250000	22	27750000	33250000	5500.0	1.44e-17	110
chr22_33750000_37250000	22	33750000	37250000	3500.0	1.83e-08	11
chr22_37750000_39250000	22	37750000	39250000	1500.0	3.00e-09	8
chr22_39750000_43250000	22	39750000	43250000	3500.0	2.10e-19	425
chr22_47750000_49250000	22	47750000	49250000	1500.0	2.70e-10	2
chr22_49750000_51250000	22	49750000	51250000	1500.0	1.21e-10	7
chr23_12750000_14250000	23	12750000	14250000	1500.0	9.10e-10	3
chr23_153750000_155250000	23	153750000	155250000	1500.0	1.01e-11	75
