pair_id	region_id	chr	start	end	ancestry	trait_a	trait_b	path_a	path_b
chr2_180750000_184250000__EUR__bmi_vs_stroke	chr2_180750000_184250000	2	180750000	184250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_180750000_184250000__EUR__bmi_vs_asthma	chr2_180750000_184250000	2	180750000	184250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_180750000_184250000__EUR__t2d_vs_hypertension	chr2_180750000_184250000	2	180750000	184250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_180750000_184250000__EUR__t2d_vs_stroke	chr2_180750000_184250000	2	180750000	184250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_180750000_184250000__EUR__t2d_vs_asthma	chr2_180750000_184250000	2	180750000	184250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_180750000_184250000__EUR__hypertension_vs_stroke	chr2_180750000_184250000	2	180750000	184250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_180750000_184250000__EUR__hypertension_vs_asthma	chr2_180750000_184250000	2	180750000	184250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_180750000_184250000__EUR__stroke_vs_asthma	chr2_180750000_184250000	2	180750000	184250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_185750000_189250000__EUR__bmi_vs_t2d	chr2_185750000_189250000	2	185750000	189250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr2_185750000_189250000__EUR__bmi_vs_hypertension	chr2_185750000_189250000	2	185750000	189250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_185750000_189250000__EUR__bmi_vs_stroke	chr2_185750000_189250000	2	185750000	189250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_185750000_189250000__EUR__bmi_vs_asthma	chr2_185750000_189250000	2	185750000	189250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_185750000_189250000__EUR__t2d_vs_hypertension	chr2_185750000_189250000	2	185750000	189250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_185750000_189250000__EUR__t2d_vs_stroke	chr2_185750000_189250000	2	185750000	189250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_185750000_189250000__EUR__t2d_vs_asthma	chr2_185750000_189250000	2	185750000	189250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_185750000_189250000__EUR__hypertension_vs_stroke	chr2_185750000_189250000	2	185750000	189250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_185750000_189250000__EUR__hypertension_vs_asthma	chr2_185750000_189250000	2	185750000	189250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_185750000_189250000__EUR__stroke_vs_asthma	chr2_185750000_189250000	2	185750000	189250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_190750000_193250000__EUR__bmi_vs_t2d	chr2_190750000_193250000	2	190750000	193250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr2_190750000_193250000__EUR__bmi_vs_hypertension	chr2_190750000_193250000	2	190750000	193250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_190750000_193250000__EUR__bmi_vs_stroke	chr2_190750000_193250000	2	190750000	193250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_190750000_193250000__EUR__bmi_vs_asthma	chr2_190750000_193250000	2	190750000	193250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_190750000_193250000__EUR__t2d_vs_hypertension	chr2_190750000_193250000	2	190750000	193250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_190750000_193250000__EUR__t2d_vs_stroke	chr2_190750000_193250000	2	190750000	193250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_190750000_193250000__EUR__t2d_vs_asthma	chr2_190750000_193250000	2	190750000	193250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_190750000_193250000__EUR__hypertension_vs_stroke	chr2_190750000_193250000	2	190750000	193250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_190750000_193250000__EUR__hypertension_vs_asthma	chr2_190750000_193250000	2	190750000	193250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_190750000_193250000__EUR__stroke_vs_asthma	chr2_190750000_193250000	2	190750000	193250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_195750000_197250000__EUR__bmi_vs_t2d	chr2_195750000_197250000	2	195750000	197250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr2_195750000_197250000__EUR__bmi_vs_hypertension	chr2_195750000_197250000	2	195750000	197250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_195750000_197250000__EUR__bmi_vs_stroke	chr2_195750000_197250000	2	195750000	197250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_195750000_197250000__EUR__bmi_vs_asthma	chr2_195750000_197250000	2	195750000	197250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_195750000_197250000__EUR__t2d_vs_hypertension	chr2_195750000_197250000	2	195750000	197250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_195750000_197250000__EUR__t2d_vs_stroke	chr2_195750000_197250000	2	195750000	197250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_195750000_197250000__EUR__t2d_vs_asthma	chr2_195750000_197250000	2	195750000	197250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_195750000_197250000__EUR__hypertension_vs_stroke	chr2_195750000_197250000	2	195750000	197250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_195750000_197250000__EUR__hypertension_vs_asthma	chr2_195750000_197250000	2	195750000	197250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_195750000_197250000__EUR__stroke_vs_asthma	chr2_195750000_197250000	2	195750000	197250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_197750000_199250000__EUR__bmi_vs_t2d	chr2_197750000_199250000	2	197750000	199250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr2_197750000_199250000__EUR__bmi_vs_hypertension	chr2_197750000_199250000	2	197750000	199250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_197750000_199250000__EUR__bmi_vs_stroke	chr2_197750000_199250000	2	197750000	199250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_197750000_199250000__EUR__bmi_vs_asthma	chr2_197750000_199250000	2	197750000	199250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_197750000_199250000__EUR__t2d_vs_hypertension	chr2_197750000_199250000	2	197750000	199250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_197750000_199250000__EUR__t2d_vs_stroke	chr2_197750000_199250000	2	197750000	199250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_197750000_199250000__EUR__t2d_vs_asthma	chr2_197750000_199250000	2	197750000	199250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_197750000_199250000__EUR__hypertension_vs_stroke	chr2_197750000_199250000	2	197750000	199250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_197750000_199250000__EUR__hypertension_vs_asthma	chr2_197750000_199250000	2	197750000	199250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_197750000_199250000__EUR__stroke_vs_asthma	chr2_197750000_199250000	2	197750000	199250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_199750000_201250000__EUR__bmi_vs_t2d	chr2_199750000_201250000	2	199750000	201250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr2_199750000_201250000__EUR__bmi_vs_hypertension	chr2_199750000_201250000	2	199750000	201250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_199750000_201250000__EUR__bmi_vs_stroke	chr2_199750000_201250000	2	199750000	201250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_199750000_201250000__EUR__bmi_vs_asthma	chr2_199750000_201250000	2	199750000	201250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_199750000_201250000__EUR__t2d_vs_hypertension	chr2_199750000_201250000	2	199750000	201250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_199750000_201250000__EUR__t2d_vs_stroke	chr2_199750000_201250000	2	199750000	201250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_199750000_201250000__EUR__t2d_vs_asthma	chr2_199750000_201250000	2	199750000	201250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_199750000_201250000__EUR__hypertension_vs_stroke	chr2_199750000_201250000	2	199750000	201250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_199750000_201250000__EUR__hypertension_vs_asthma	chr2_199750000_201250000	2	199750000	201250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_199750000_201250000__EUR__stroke_vs_asthma	chr2_199750000_201250000	2	199750000	201250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_202750000_209250000__EUR__bmi_vs_t2d	chr2_202750000_209250000	2	202750000	209250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr2_202750000_209250000__EUR__bmi_vs_hypertension	chr2_202750000_209250000	2	202750000	209250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_202750000_209250000__EUR__bmi_vs_stroke	chr2_202750000_209250000	2	202750000	209250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_202750000_209250000__EUR__bmi_vs_asthma	chr2_202750000_209250000	2	202750000	209250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_202750000_209250000__EUR__t2d_vs_hypertension	chr2_202750000_209250000	2	202750000	209250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_202750000_209250000__EUR__t2d_vs_stroke	chr2_202750000_209250000	2	202750000	209250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_202750000_209250000__EUR__t2d_vs_asthma	chr2_202750000_209250000	2	202750000	209250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_202750000_209250000__EUR__hypertension_vs_stroke	chr2_202750000_209250000	2	202750000	209250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_202750000_209250000__EUR__hypertension_vs_asthma	chr2_202750000_209250000	2	202750000	209250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_202750000_209250000__EUR__stroke_vs_asthma	chr2_202750000_209250000	2	202750000	209250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_210750000_215250000__EUR__bmi_vs_t2d	chr2_210750000_215250000	2	210750000	215250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr2_210750000_215250000__EUR__bmi_vs_hypertension	chr2_210750000_215250000	2	210750000	215250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_210750000_215250000__EUR__bmi_vs_stroke	chr2_210750000_215250000	2	210750000	215250000	EUR	bmi	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_210750000_215250000__EUR__bmi_vs_asthma	chr2_210750000_215250000	2	210750000	215250000	EUR	bmi	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_210750000_215250000__EUR__t2d_vs_hypertension	chr2_210750000_215250000	2	210750000	215250000	EUR	t2d	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
chr2_210750000_215250000__EUR__t2d_vs_stroke	chr2_210750000_215250000	2	210750000	215250000	EUR	t2d	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_210750000_215250000__EUR__t2d_vs_asthma	chr2_210750000_215250000	2	210750000	215250000	EUR	t2d	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_210750000_215250000__EUR__hypertension_vs_stroke	chr2_210750000_215250000	2	210750000	215250000	EUR	hypertension	stroke	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz
chr2_210750000_215250000__EUR__hypertension_vs_asthma	chr2_210750000_215250000	2	210750000	215250000	EUR	hypertension	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_210750000_215250000__EUR__stroke_vs_asthma	chr2_210750000_215250000	2	210750000	215250000	EUR	stroke	asthma	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/stroke.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/asthma.EUR.tsv.bgz
chr2_217750000_221250000__EUR__bmi_vs_t2d	chr2_217750000_221250000	2	217750000	221250000	EUR	bmi	t2d	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/t2d.EUR.tsv.bgz
chr2_217750000_221250000__EUR__bmi_vs_hypertension	chr2_217750000_221250000	2	217750000	221250000	EUR	bmi	hypertension	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/bmi.EUR.tsv.bgz	/share/clintonlab/ckclinto/admixmap/genome_wide/data_processed/harmonized_fixed/hypertension.EUR.tsv.bgz
