region_id	chr	start_grch37	end_grch37	start_grch38	end_grch38	ancestry	source_trait	lead_variant	parent_region_id	subregion_index	n_subregions	core_start_grch38	core_end_grch38	window_start_grch38	window_end_grch38	buffer_bp	radius_bp	region_class	liftover_status
m2_region_00060__sub06	15	28716141	94064324	74228221	93521095	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00060	6	7	84228221	93521095	74228221	93521095	10000000	10000000	medium	primary
m2_region_00061	15	94271378	103165080	93728149	101980877	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	93728149	101980877	93728149	101980877	8752728	8752728	medium	multi-segment
m2_region_00061	15	94271378	103165080	93728149	101980877	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	93728149	101980877	93728149	101980877	8752728	8752728	medium	multi-segment
m2_region_00062	16	0	8071254	10000	8021252	AFR	bmi.AFR.PAGE.2019.AFR	nan		-1	1	10000	8021252	10000	8021252	8511252	8511252	medium	multi-segment
m2_region_00062	16	0	8071254	10000	8021252	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	10000	8021252	10000	8021252	8511252	8511252	medium	multi-segment
m2_region_00063	16	8109391	22092051	8059389	22080730	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	8059389	22080730	8059389	22080730	14521341	14521341	medium	primary
m2_region_00063	16	8109391	22092051	8059389	22080730	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	8059389	22080730	8059389	22080730	14521341	14521341	medium	primary
m2_region_00064	16	22534098	25863707	22522777	25852386	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	22522777	25852386	22522777	25852386	3829609	3829609	small	primary
m2_region_00064	16	22534098	25863707	22522777	25852386	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	22522777	25852386	22522777	25852386	3829609	3829609	small	primary
m2_region_00065	16	26423501	32930025	26412180	32918704	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	26412180	32918704	26412180	32918704	7006524	7006524	medium	primary
m2_region_00065	16	26423501	32930025	26412180	32918704	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	26412180	32918704	26412180	32918704	7006524	7006524	medium	primary
m2_region_00066	16	33436185	35516075	33633718	36050704	AFR	joint.EUR	nan		-1	1	33633718	36050704	33633718	36050704	2916986	2916986	small	multi-segment
m2_region_00066	16	33436185	35516075	33633718	36050704	EUR	joint.EUR	nan		-1	1	33633718	36050704	33633718	36050704	2916986	2916986	small	multi-segment
m2_region_00067	16	46230478	91141355	46391700	90227947	AFR	bmi.AFR.PAGE.2019.AFR	nan		-1	1	46391700	90227947	46391700	90227947	44336247	44336247	large	multi-segment
m2_region_00067	16	46230478	91141355	46391700	90227947	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	46391700	90227947	46391700	90227947	44336247	44336247	large	multi-segment
m2_region_00068	17	0	22995777	150207	22763450	AFR	tg.AFR.GLGC.2021.AFR	nan		-1	1	150207	22763450	150207	22763450	23113243	23113243	medium	multi-segment
m2_region_00068	17	0	22995777	150207	22763450	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	150207	22763450	150207	22763450	23113243	23113243	medium	multi-segment
m2_region_00069	17	25206747	51173184	26936721	53095823	AFR	ldl.AFR.GLGC.2021.AFR	nan		-1	1	26936721	53095823	26936721	53095823	26659102	26659102	large	multi-segment
m2_region_00069	17	25206747	51173184	26936721	53095823	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	26936721	53095823	26936721	53095823	26659102	26659102	large	multi-segment
m2_region_00070	17	51747096	60496797	53669735	62419436	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	53669735	62419436	53669735	62419436	9249701	9249701	medium	primary
m2_region_00070	17	51747096	60496797	53669735	62419436	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	53669735	62419436	53669735	62419436	9249701	9249701	medium	primary
m2_region_00071	17	60548948	82035823	62471587	83247054	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	62471587	83247054	62471587	83247054	21275467	21275467	medium	multi-segment
m2_region_00071	17	60548948	82035823	62471587	83247054	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	62471587	83247054	62471587	83247054	21275467	21275467	medium	multi-segment
m2_region_00072	18	0	15949581	10000	15410582	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	10000	15410582	10000	15410582	15900582	15900582	medium	multi-segment
m2_region_00072	18	0	15949581	10000	15410582	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	10000	15410582	10000	15410582	15900582	15900582	medium	multi-segment
m2_region_00073	18	18048220	25965581	20931259	28385617	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	20931259	28385617	20931259	28385617	7954358	7954358	medium	multi-segment
m2_region_00073	18	18048220	25965581	20931259	28385617	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	20931259	28385617	20931259	28385617	7954358	7954358	medium	multi-segment
m2_region_00074	18	26398633	28398633	28818669	30818667	AFR	joint.AFR	nan		-1	1	28818669	30818667	28818669	30818667	2499998	2499998	small	primary
m2_region_00074	18	26398633	28398633	28818669	30818667	EUR	joint.AFR	nan		-1	1	28818669	30818667	28818669	30818667	2499998	2499998	small	primary
m2_region_00075	18	28542707	35171514	30962741	37591551	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	30962741	37591551	30962741	37591551	7128810	7128810	medium	primary
m2_region_00075	18	28542707	35171514	30962741	37591551	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	30962741	37591551	30962741	37591551	7128810	7128810	medium	primary
m2_region_00076	18	35182440	38035751	37602477	40455787	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	37602477	40455787	37602477	40455787	3353310	3353310	small	primary
m2_region_00076	18	35182440	38035751	37602477	40455787	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	37602477	40455787	37602477	40455787	3353310	3353310	small	primary
m2_region_00077	18	38187170	49140238	40607206	51613868	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	40607206	51613868	40607206	51613868	11506662	11506662	medium	primary
m2_region_00077	18	38187170	49140238	40607206	51613868	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	40607206	51613868	40607206	51613868	11506662	11506662	medium	primary
m2_region_00078	18	49285398	65791559	51759028	68124322	AFR	bmi.AFR.PAGE.2019.AFR	nan		-1	1	51759028	68124322	51759028	68124322	16865294	16865294	medium	primary
m2_region_00078	18	49285398	65791559	51759028	68124322	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	51759028	68124322	51759028	68124322	16865294	16865294	medium	primary
m2_region_00079	18	65807880	74855581	68140643	77143625	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	68140643	77143625	68140643	77143625	9502982	9502982	medium	primary
m2_region_00079	18	65807880	74855581	68140643	77143625	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	68140643	77143625	68140643	77143625	9502982	9502982	medium	primary
m2_region_00080	18	75187084	78914538	77475128	80258655	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	77475128	80258655	77475128	80258655	3283527	3283527	small	multi-segment
m2_region_00080	18	75187084	78914538	77475128	80258655	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	77475128	80258655	77475128	80258655	3283527	3283527	small	multi-segment
m2_region_00081	19	0	23089322	60000	22906520	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	60000	22906520	60000	22906520	23346520	23346520	medium	multi-segment
m2_region_00081	19	0	23089322	60000	22906520	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	60000	22906520	60000	22906520	23346520	23346520	medium	multi-segment
m2_region_00082	19	23423433	25455963	23240631	24448161	AFR	joint.AFR	nan		-1	1	23240631	24448161	23240631	24448161	1707530	1707530	small	multi-segment
m2_region_00082	19	23423433	25455963	23240631	24448161	EUR	joint.AFR	nan		-1	1	23240631	24448161	23240631	24448161	1707530	1707530	small	multi-segment
m2_region_00083	19	27298186	60068996	27241278	58606629	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	27241278	58606629	27241278	58606629	31865351	31865351	large	multi-segment
m2_region_00083	19	27298186	60068996	27241278	58606629	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	27241278	58606629	27241278	58606629	31865351	31865351	large	multi-segment
m2_region_00084	2	0	5011808	10000	4964218	AFR	bmi.AFR.PAGE.2019.AFR	nan		-1	1	10000	4964218	10000	4964218	5454218	5454218	small	multi-segment
m2_region_00084	2	0	5011808	10000	4964218	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	10000	4964218	10000	4964218	5454218	5454218	small	multi-segment
m2_region_00085	2	5154465	7161710	5014332	7021579	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	5014332	7021579	5014332	7021579	2507247	2507247	small	primary
m2_region_00085	2	5154465	7161710	5014332	7021579	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	5014332	7021579	5014332	7021579	2507247	2507247	small	primary
m2_region_00086	2	7608271	13745312	7468140	13605187	AFR	hdl.EUR.GLGC.2021.EUR	nan		-1	1	7468140	13605187	7468140	13605187	6637047	6637047	medium	primary
m2_region_00086	2	7608271	13745312	7468140	13605187	EUR	hdl.EUR.GLGC.2021.EUR	nan		-1	1	7468140	13605187	7468140	13605187	6637047	6637047	medium	primary
m2_region_00087	2	14782471	38587040	14642347	38359898	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	14642347	38359898	14642347	38359898	24217551	24217551	medium	primary
m2_region_00087	2	14782471	38587040	14642347	38359898	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	14642347	38359898	14642347	38359898	24217551	24217551	medium	primary
m2_region_00088__sub00	2	38842361	89438050	38615219	57035777	AFR	ldl.AFR.GLGC.2021.AFR	nan	m2_region_00088	0	6	38615219	47035777	38615219	57035777	10000000	10000000	medium	primary
m2_region_00088__sub00	2	38842361	89438050	38615219	57035777	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00088	0	6	38615219	47035777	38615219	57035777	10000000	10000000	medium	primary
m2_region_00088__sub01	2	38842361	89438050	38615219	65456335	AFR	ldl.AFR.GLGC.2021.AFR	nan	m2_region_00088	1	6	47035777	55456335	38615219	65456335	10000000	10000000	large	primary
m2_region_00088__sub01	2	38842361	89438050	38615219	65456335	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00088	1	6	47035777	55456335	38615219	65456335	10000000	10000000	large	primary
m2_region_00088__sub02	2	38842361	89438050	45456335	73876893	AFR	ldl.AFR.GLGC.2021.AFR	nan	m2_region_00088	2	6	55456335	63876893	45456335	73876893	10000000	10000000	large	primary
m2_region_00088__sub02	2	38842361	89438050	45456335	73876893	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00088	2	6	55456335	63876893	45456335	73876893	10000000	10000000	large	primary
m2_region_00088__sub03	2	38842361	89438050	53876893	82297451	AFR	ldl.AFR.GLGC.2021.AFR	nan	m2_region_00088	3	6	63876893	72297451	53876893	82297451	10000000	10000000	large	primary
m2_region_00088__sub03	2	38842361	89438050	53876893	82297451	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00088	3	6	63876893	72297451	53876893	82297451	10000000	10000000	large	primary
m2_region_00088__sub04	2	38842361	89438050	62297451	89138567	AFR	ldl.AFR.GLGC.2021.AFR	nan	m2_region_00088	4	6	72297451	80718009	62297451	89138567	10000000	10000000	large	primary
m2_region_00088__sub04	2	38842361	89438050	62297451	89138567	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00088	4	6	72297451	80718009	62297451	89138567	10000000	10000000	large	primary
m2_region_00088__sub05	2	38842361	89438050	70718009	89138567	AFR	ldl.AFR.GLGC.2021.AFR	nan	m2_region_00088	5	6	80718009	89138567	70718009	89138567	10000000	10000000	medium	primary
m2_region_00088__sub05	2	38842361	89438050	70718009	89138567	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00088	5	6	80718009	89138567	70718009	89138567	10000000	10000000	medium	primary
m2_region_00089	2	94700730	123016946	94661005	122259370	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	94661005	122259370	94661005	122259370	28098365	28098365	large	multi-segment
m2_region_00089	2	94700730	123016946	94661005	122259370	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	94661005	122259370	94661005	122259370	28098365	28098365	large	multi-segment
m2_region_00090	2	124163216	130067080	123405640	129309507	AFR	sbp.EUR.Evangelou-ICBP-UKBB.2018.EUR	nan		-1	1	123405640	129309507	123405640	129309507	6403867	6403867	medium	primary
m2_region_00090	2	124163216	130067080	123405640	129309507	EUR	sbp.EUR.Evangelou-ICBP-UKBB.2018.EUR	nan		-1	1	123405640	129309507	123405640	129309507	6403867	6403867	medium	primary
m2_region_00091	2	130538181	141244750	129780608	140487181	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	129780608	140487181	129780608	140487181	11206573	11206573	medium	primary
m2_region_00091	2	130538181	141244750	129780608	140487181	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	129780608	140487181	129780608	140487181	11206573	11206573	medium	primary
m2_region_00092	2	141293146	149789543	140535577	148932974	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	140535577	148932974	140535577	148932974	8897397	8897397	medium	multi-segment
m2_region_00092	2	141293146	149789543	140535577	148932974	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	140535577	148932974	140535577	148932974	8897397	8897397	medium	multi-segment
m2_region_00093	2	150221193	186128121	149364679	185263394	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	149364679	185263394	149364679	185263394	36398715	36398715	large	primary
m2_region_00093	2	150221193	186128121	149364679	185263394	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	149364679	185263394	149364679	185263394	36398715	36398715	large	primary
m2_region_00094	2	186207393	189728009	185342666	188863283	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	185342666	188863283	185342666	188863283	4020617	4020617	small	primary
m2_region_00094	2	186207393	189728009	185342666	188863283	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	185342666	188863283	185342666	188863283	4020617	4020617	small	primary
m2_region_00095	2	190446691	194954458	189581965	194089734	AFR	sbp.EUR.Evangelou-ICBP-UKBB.2018.EUR	nan		-1	1	189581965	194089734	189581965	194089734	5007769	5007769	small	primary
m2_region_00095	2	190446691	194954458	189581965	194089734	EUR	sbp.EUR.Evangelou-ICBP-UKBB.2018.EUR	nan		-1	1	189581965	194089734	189581965	194089734	5007769	5007769	small	primary
m2_region_00096	2	194981706	235679549	194116982	234770905	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	194116982	234770905	194116982	234770905	41153923	41153923	large	primary
m2_region_00096	2	194981706	235679549	194116982	234770905	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	194116982	234770905	194116982	234770905	41153923	41153923	large	primary
m2_region_00097	2	235801872	243395674	234893228	242147448	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	234893228	242147448	234893228	242147448	7754220	7754220	medium	multi-segment
m2_region_00097	2	235801872	243395674	234893228	242147448	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	234893228	242147448	234893228	242147448	7754220	7754220	medium	multi-segment
m2_region_00098	20	0	27225145	79359	26338509	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	79359	26338509	79359	26338509	26759150	26759150	large	multi-segment
m2_region_00098	20	0	27225145	79359	26338509	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	79359	26338509	79359	26338509	26759150	26759150	large	multi-segment
m2_region_00099	20	29190720	63911019	30185044	64333666	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	30185044	64333666	30185044	64333666	34648622	34648622	large	multi-segment
m2_region_00099	20	29190720	63911019	30185044	64333666	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	30185044	64333666	30185044	64333666	34648622	34648622	large	multi-segment
m2_region_00100	21	15072859	20320442	13700538	18948124	AFR	cad.TRANS.Aragam.2022.TRANS	nan		-1	1	13700538	18948124	13700538	18948124	5747586	5747586	medium	primary
m2_region_00100	21	15072859	20320442	13700538	18948124	EUR	egfr.EUR.CKDGen.2019.EUR	nan		-1	1	13700538	18948124	13700538	18948124	5747586	5747586	medium	primary
m2_region_00101	21	21313400	25836457	19941086	24464143	AFR	joint.AFR	nan		-1	1	19941086	24464143	19941086	24464143	5023057	5023057	small	primary
m2_region_00101	21	21313400	25836457	19941086	24464143	EUR	joint.AFR	nan		-1	1	19941086	24464143	19941086	24464143	5023057	5023057	small	primary
m2_region_00102	21	26513378	28874143	25141064	27501824	AFR	joint.AFR	nan		-1	1	25141064	27501824	25141064	27501824	2860760	2860760	small	primary
m2_region_00102	21	26513378	28874143	25141064	27501824	EUR	joint.AFR	nan		-1	1	25141064	27501824	25141064	27501824	2860760	2860760	small	primary
m2_region_00103	21	29158151	31957507	27785832	30585188	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	27785832	30585188	27785832	30585188	3299356	3299356	small	primary
m2_region_00103	21	29158151	31957507	27785832	30585188	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	27785832	30585188	27785832	30585188	3299356	3299356	small	primary
m2_region_00104	21	32061013	48853157	30688695	46699245	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	30688695	46699245	30688695	46699245	16510550	16510550	medium	multi-segment
m2_region_00104	21	32061013	48853157	30688695	46699245	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	30688695	46699245	30688695	46699245	16510550	16510550	medium	multi-segment
m2_region_00105	22	16300320	52126075	15677641	50805647	AFR	hdl.AFR.GLGC.2021.AFR	nan		-1	1	15677641	50805647	15677641	50805647	35628006	35628006	large	multi-segment
m2_region_00105	22	16300320	52126075	15677641	50805647	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	15677641	50805647	15677641	50805647	35628006	35628006	large	multi-segment
m2_region_00106	3	0	2498979	18322	2457295	AFR	joint.AFR	nan		-1	1	18322	2457295	18322	2457295	2938973	2938973	small	multi-segment
m2_region_00106	3	0	2498979	18322	2457295	EUR	joint.AFR	nan		-1	1	18322	2457295	18322	2457295	2938973	2938973	small	multi-segment
m2_region_00107	3	2609401	17597161	2567717	17555669	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	2567717	17555669	2567717	17555669	15487952	15487952	medium	primary
m2_region_00107	3	2609401	17597161	2567717	17555669	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	2567717	17555669	2567717	17555669	15487952	15487952	medium	primary
m2_region_00108	3	17742270	59468428	17700778	59482702	AFR	bmi.AFR.PAGE.2019.AFR	nan		-1	1	17700778	59482702	17700778	59482702	42281924	42281924	large	primary
m2_region_00108	3	17742270	59468428	17700778	59482702	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	17700778	59482702	17700778	59482702	42281924	42281924	large	primary
m2_region_00109	3	59743058	75710143	59757332	75660992	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	59757332	75660992	59757332	75660992	16403660	16403660	medium	primary
m2_region_00109	3	59743058	75710143	59757332	75660992	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	59757332	75660992	59757332	75660992	16403660	16403660	medium	primary
m2_region_00110	3	75929347	91124806	75880196	90455656	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	75880196	90455656	75880196	90455656	15075460	15075460	medium	multi-segment
m2_region_00110	3	75929347	91124806	75880196	90455656	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	75880196	90455656	75880196	90455656	15075460	15075460	medium	multi-segment
m2_region_00111__sub00	3	93036952	144052694	93786108	112210732	AFR	tc.AFR.GLGC.2021.AFR	nan	m2_region_00111	0	6	93786108	102210732	93786108	112210732	10000000	10000000	medium	multi-segment
m2_region_00111__sub00	3	93036952	144052694	93786108	112210732	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00111	0	6	93786108	102210732	93786108	112210732	10000000	10000000	medium	multi-segment
m2_region_00111__sub01	3	93036952	144052694	93786108	120635356	AFR	tc.AFR.GLGC.2021.AFR	nan	m2_region_00111	1	6	102210732	110635356	93786108	120635356	10000000	10000000	large	multi-segment
m2_region_00111__sub01	3	93036952	144052694	93786108	120635356	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00111	1	6	102210732	110635356	93786108	120635356	10000000	10000000	large	multi-segment
m2_region_00111__sub02	3	93036952	144052694	100635356	129059980	AFR	tc.AFR.GLGC.2021.AFR	nan	m2_region_00111	2	6	110635356	119059980	100635356	129059980	10000000	10000000	large	multi-segment
m2_region_00111__sub02	3	93036952	144052694	100635356	129059980	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00111	2	6	110635356	119059980	100635356	129059980	10000000	10000000	large	multi-segment
m2_region_00111__sub03	3	93036952	144052694	109059980	137484604	AFR	tc.AFR.GLGC.2021.AFR	nan	m2_region_00111	3	6	119059980	127484604	109059980	137484604	10000000	10000000	large	multi-segment
m2_region_00111__sub03	3	93036952	144052694	109059980	137484604	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00111	3	6	119059980	127484604	109059980	137484604	10000000	10000000	large	multi-segment
m2_region_00111__sub04	3	93036952	144052694	117484604	144333852	AFR	tc.AFR.GLGC.2021.AFR	nan	m2_region_00111	4	6	127484604	135909228	117484604	144333852	10000000	10000000	large	multi-segment
m2_region_00111__sub04	3	93036952	144052694	117484604	144333852	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00111	4	6	127484604	135909228	117484604	144333852	10000000	10000000	large	multi-segment
m2_region_00111__sub05	3	93036952	144052694	125909228	144333852	AFR	tc.AFR.GLGC.2021.AFR	nan	m2_region_00111	5	6	135909228	144333852	125909228	144333852	10000000	10000000	medium	multi-segment
m2_region_00111__sub05	3	93036952	144052694	125909228	144333852	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00111	5	6	135909228	144333852	125909228	144333852	10000000	10000000	medium	multi-segment
m2_region_00112	3	144583561	166211894	144864719	166494106	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	144864719	166494106	144864719	166494106	22129387	22129387	medium	primary
m2_region_00112	3	144583561	166211894	144864719	166494106	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	144864719	166494106	144864719	166494106	22129387	22129387	medium	primary
m2_region_00113	3	166618887	198070959	166901099	198235088	AFR	bmi.AFR.PAGE.2019.AFR	nan		-1	1	166901099	198235088	166901099	198235088	31833989	31833989	large	multi-segment
m2_region_00113	3	166618887	198070959	166901099	198235088	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	166901099	198235088	166901099	198235088	31833989	31833989	large	multi-segment
m2_region_00114	4	0	33125671	10000	33124049	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	10000	33124049	10000	33124049	33614049	33614049	large	multi-segment
m2_region_00114	4	0	33125671	10000	33124049	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	10000	33124049	10000	33124049	33614049	33614049	large	multi-segment
m2_region_00115	4	33540569	35545698	33538947	35544076	AFR	joint.EUR	nan		-1	1	33538947	35544076	33538947	35544076	2505129	2505129	small	primary
m2_region_00115	4	33540569	35545698	33538947	35544076	EUR	joint.EUR	nan		-1	1	33538947	35544076	33538947	35544076	2505129	2505129	small	primary
m2_region_00116	4	35820357	42210184	35818735	42208167	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	35818735	42208167	35818735	42208167	6889432	6889432	medium	primary
m2_region_00116	4	35820357	42210184	35818735	42208167	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	35818735	42208167	35818735	42208167	6889432	6889432	medium	primary
m2_region_00117	4	42516789	50064487	42514772	49657470	AFR	bmi.AFR.PAGE.2019.AFR	nan		-1	1	42514772	49657470	42514772	49657470	7642698	7642698	medium	multi-segment
m2_region_00117	4	42516789	50064487	42514772	49657470	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	42514772	49657470	42514772	49657470	7642698	7642698	medium	multi-segment
m2_region_00118	4	51685386	58952521	51794220	58086355	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	51794220	58086355	51794220	58086355	6792135	6792135	medium	multi-segment
m2_region_00118	4	51685386	58952521	51794220	58086355	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	51794220	58086355	51794220	58086355	6792135	6792135	medium	multi-segment
m2_region_00119	4	59155189	61766922	58289023	60901204	AFR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	58289023	60901204	58289023	60901204	3112181	3112181	small	primary
m2_region_00119	4	59155189	61766922	58289023	60901204	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan		-1	1	58289023	60901204	58289023	60901204	3112181	3112181	small	primary
m2_region_00120__sub00	4	62278264	164038241	61412546	80658413	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00120	0	11	61412546	70658413	61412546	80658413	10000000	10000000	medium	primary
m2_region_00120__sub00	4	62278264	164038241	61412546	80658413	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00120	0	11	61412546	70658413	61412546	80658413	10000000	10000000	medium	primary
m2_region_00120__sub01	4	62278264	164038241	61412546	89904280	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00120	1	11	70658413	79904280	61412546	89904280	10000000	10000000	large	primary
m2_region_00120__sub01	4	62278264	164038241	61412546	89904280	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00120	1	11	70658413	79904280	61412546	89904280	10000000	10000000	large	primary
m2_region_00120__sub02	4	62278264	164038241	69904280	99150147	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00120	2	11	79904280	89150147	69904280	99150147	10000000	10000000	large	primary
m2_region_00120__sub02	4	62278264	164038241	69904280	99150147	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00120	2	11	79904280	89150147	69904280	99150147	10000000	10000000	large	primary
m2_region_00120__sub03	4	62278264	164038241	79150147	108396014	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00120	3	11	89150147	98396014	79150147	108396014	10000000	10000000	large	primary
m2_region_00120__sub03	4	62278264	164038241	79150147	108396014	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00120	3	11	89150147	98396014	79150147	108396014	10000000	10000000	large	primary
m2_region_00120__sub04	4	62278264	164038241	88396014	117641881	AFR	hdl.AFR.GLGC.2021.AFR	nan	m2_region_00120	4	11	98396014	107641881	88396014	117641881	10000000	10000000	large	primary
m2_region_00120__sub04	4	62278264	164038241	88396014	117641881	EUR	bmi.EUR.GIANT-UKBB.2018.EUR	nan	m2_region_00120	4	11	98396014	107641881	88396014	117641881	10000000	10000000	large	primary
